Location,Price,Bedrooms,Bathrooms,Listing Name
Ville de Montréal,750000,0,0,House For Sale Parc extension / Maison à vendre dans Parc ex
Ville de Montréal,800000,0,0,800 000$ - Duplex à vendre à Le Plateau-Mont-Royal
Ville de Montréal,1350000,0,0,1 350 000$ - 6 unités ou plus à vendre
Ville de Montréal,895000,0,0,895 000$ - Chalet à vendre à Mont-Tremblant (St-Jovite)
Ville de Montréal,1147000,0,0,1 147 000$ - Triplex à vendre à Le Sud-Ouest
Ville de Montréal,1300000,0,0,1 300 000$ - Duplex à vendre à Le Plateau-Mont-Royal
Ville de Montréal,998800,0,0,998 800$ - Maison 3 étages à vendre à Saint-Laurent
Ville de Montréal,-1,0,0,MAGIA PODEROSA PARA AMARRA A UN HOMBRE Y DOBLEGARLO A TUS PIES
Ville de Montréal,1095000,0,0,1 095 000$ - Triplex à vendre à Rosemont / La Petite Patrie
Ville de Montréal,1495000,0,0,1 495 000$ - 6 unités ou plus à Rosemont / La Petite Patrie
Ville de Montréal,289000,1,1.5,"S'éloigner de la grande ville, complètement clé en main!"
Ville de Montréal,510000,3,1.5,510 000$ - Maison en rangée / de ville à Terrebonne (Lachenaie)
Ville de Montréal,995000,4,2.0,995 000$ - Duplex à vendre à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,1100000,3,2.0,1 100 000$ - Quadruplex à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,1210000,7,3.0,1 210 000$ - Triplex à vendre à Le Plateau-Mont-Royal
Ville de Montréal,425000,2,2.5,425 000$ - Duplex à vendre à Lachine
Ville de Montréal,869000,7,3.0,869 000$ - Triplex à vendre à Ahuntsic / Cartierville
Ville de Montréal,932000,3,2.0,932 000$ - Bungalow à vendre à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,895000,5,1.0,895 000$ - Triplex à vendre à Le Sud-Ouest
Ville de Montréal,1130000,7,4.0,1 130 000$ - Quadruplex à vendre à Verdun
Ville de Montréal,899000,4,1.5,899 000$ - Maison 2 étages à vendre à Verdun
Ville de Montréal,720000,3,2.0,720 000$ - Bungalow à vendre à Le Sud-Ouest
Ville de Montréal,2600000,5,4.0,"TMR; 4 levels, 5 Bedrooms, 4 Bathrooms 2.6 million $ Big Lot"
Ville de Montréal,789000,4,2.0,"Big 4-Bed house in Pointe-Claire, immediate occupancy"
Ville de Montréal,432000,3,1.5,432 000$ - Maison en rangée / de ville à vendre à St-Eustache
Ville de Montréal,549000,5,2.0,Superbe maison 5 chambres Secteur tranquille Montréal Mercier
Ville de Montréal,842000,5,2.5,TWO STORY AND COMPLETELY RENOVATED HOUSE AT KIRKLAND
Ville de Montréal,749000,3,1.0,749 000$ - Maison à un étage et demi à vendre à Verdun
Ville de Montréal,778000,3,2.5,778 000$ - Maison en rangée / de ville à vendre à Saint-Laurent
Ville de Montréal,948000,0,0,948 000$ - Maison à paliers multiples à vendre à Saint-Laurent
Ville de Montréal,1275000,0,0,1 275 000$ - Maison 2 étages à vendre à Le Plateau-Mont-Royal
Ville de Montréal,1595000,0,0,1 595 000$ - Triplex à vendre à Le Plateau-Mont-Royal
Ville de Montréal,669000,0,0,669 000$ - Duplex à vendre à Rosemont / La Petite Patrie
Ville de Montréal,1100000,0,0,1 100 000$ - Bungalow à vendre à Ahuntsic / Cartierville
Ville de Montréal,895000,0,0,895 000$ - Quadruplex à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,1399000,0,0,1 399 000$ - Maison en rangée / de ville à vendre à Le Sud-Ouest
Ville de Montréal,659000,0,0,659 000$ - Maison 2 étages à vendre à Ahuntsic / Cartierville
Ville de Montréal,890500,0,0,890 500$ - Triplex à vendre à Ahuntsic / Cartierville
Ville de Montréal,459000,0,0,459 000$ - Bungalow à vendre à Pont-Viau
Ville de Montréal,498000,0,0,498 000$ - Maison 2 étages à vendre à Le Sud-Ouest
Ville de Montréal,299000,0,0,"Homes for Sale in Ville Marie, Montréal, Quebec $299,000"
Ville de Montréal,445000,0,0,"Homes for Sale in Ville Marie, Montréal, Quebec $445,000"
Ville de Montréal,1100000,0,0,"Homes for Sale in Kirkland, Quebec $1,100,000"
Ville de Montréal,1100000,0,0,300-304 Gilford
Ville de Montréal,900000,0,0,Saint-Laurent
Ville de Montréal,1100000,0,0,"Homes for Sale in Gay Village, Montréal, Quebec $1,100,000"
Ville de Montréal,1189000,0,0,5603-5607 Clark
Ville de Montréal,300000,0,0,"Homes for Sale in New Rosemont, Montréal, Quebec $300,000"
Ville de Montréal,1899000,0,0,"Homes for Sale in Westmount, Montréal, Quebec $1,899,000"
Ville de Montréal,374000,0,0,65 Boul. du Domaine
Ville de Montréal,289000,0,0,"Homes for Sale in New Rosemont, Montréal, Quebec $289,000"
Ville de Montréal,289000,1,1.5,"S'éloigner de la grande ville, complètement clé en main!"
Ville de Montréal,8700,2,1.0,Vente des conteneurs et des Home-Mobile
Ville de Montréal,750000,3,1.5,750 000$ - Duplex à Villeray / St-Michel / Parc-Extension
Ville de Montréal,825000,4,3.0,825 000$ - Triplex à vendre à Verdun
Ville de Montréal,810000,1,1.0,810 000$ - Maison en rangée / de ville à vendre à Montréal-Nord
Ville de Montréal,1040000,5,3.5,1 040 000$ - Maison en rangée / de ville à vendre à LaSalle
Ville de Montréal,775000,3,2.5,775 000$ - Maison en rangée / de ville à vendre
Ville de Montréal,800000,1,2.0,800 000$ - Maison de campagne à vendre à St-Eustache
Ville de Montréal,699000,3,2.0,699 000$ - Maison en rangée / de ville à vendre
Ville de Montréal,850000,3,1.0,Triplex in Rosemont-La Petite Patrie by the owner
Ville de Montréal,1258000,7,3.0,1 258 000$ - Triplex à vendre à Rosemont / La Petite Patrie
Ville de Montréal,525000,2,1.0,525 000$ - Bungalow à vendre à Lachute
Ville de Montréal,952000,5,4.0,952 000$ - Duplex à vendre à Mont-Tremblant
Ville de Montréal,1650000,2,1.0,1 650 000$ - Quintuplex à vendre à Le Sud-Ouest
Ville de Montréal,534999,3,1.5,534 999$ - Maison 2 étages à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,599000,3,2.0,12136 42e Avenue
Ville de Montréal,749000,4,3.0,749 000$ - Triplex à vendre à Rosemont / La Petite Patrie
Ville de Montréal,1245000,4,2.5,1 245 000$ - Maison 2 étages à vendre
Ville de Montréal,895000,3,5.0,895 000$ - Bi-génération à vendre à Montréal-Nord
Ville de Montréal,1100000,0,0,1 100 000$ - Quintuplex à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,749000,0,0,Maison à vendre à Lachine - Centris 12148198
Ville de Montréal,1888000,0,0,1 888 000$ - Quintuplex à Villeray / St-Michel / Parc-Extension
Ville de Montréal,685000,0,0,685 000$ - Triplex à vendre à Pont-Viau
Ville de Montréal,1045000,0,0,1 045 000$ - Quadruplex à vendre à Le Plateau-Mont-Royal
Ville de Montréal,845000,0,0,845 000$ - Jumelé à vendre à Lachine
Ville de Montréal,-1,0,0,Maison à vendre Brossard 350 000 - 450 000$
Ville de Montréal,1350000,0,0,1 350 000$ - Quadruplex à vendre à Ahuntsic / Cartierville
Ville de Montréal,610000,0,0,610 000$ - Bungalow à vendre à Terrebonne (La Plaine)
Ville de Montréal,650000,0,0,650 000$ - Maison 3 étages à vendre à Saint-Laurent
Ville de Montréal,750000,0,0,750 000$ - Jumelé à Côte-des-Neiges / Notre-Dame-de-Grâce
Ville de Montréal,970000,0,0,970 000$ - Triplex à vendre à Ahuntsic / Cartierville
Ville de Montréal,385000,0,0,"Homes for Sale in Centre, Montréal, Quebec $385,000"
Ville de Montréal,325000,0,0,"Homes for Sale in Le Village, Montréal, Quebec $325,000"
Ville de Montréal,1195000,0,0,"Homes for Sale in Centre Ouest, Montréal, Quebec $1,195,000"
Ville de Montréal,465000,0,0,465 000$ - Maison en rangée / de ville à vendre
Ville de Montréal,299000,0,0,"Homes for Sale in New Rosemont, Montréal, Quebec $299,000"
Ville de Montréal,1000000,0,0,1 000 000$ - Duplex à vendre à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,649000,0,0,Newly Renovated Rosemont House For Sale
Ville de Montréal,1750000,0,0,1 750 000$ - Quadruplex à vendre à Saint-Laurent
Ville de Montréal,2688888,0,0,2 688 888$ - Maison 2 étages à vendre à Saint-Laurent
Ville de Montréal,585000,0,0,585 000$ - Maison 2 étages à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,289000,1,1.5,"S'éloigner de la grande ville, complètement clé en main!"
Ville de Montréal,850000,4,2.0,850 000$ - Duplex à vendre à Le Sud-Ouest
Ville de Montréal,748450,4,2.5,748 450$ - Maison en rangée / de ville à vendre à LaSalle
Ville de Montréal,449000,4,2.0,"Homes for Sale in Villeray, Montréal, Quebec $449,000"
Ville de Montréal,749000,7,4.0,749 000$ - Quadruplex à vendre à Laval-des-Rapides
Ville de Montréal,945000,7,2.0,945 000$ - Duplex à vendre à Le Plateau-Mont-Royal
Ville de Montréal,449900,5,2.0,Une splendide maison à Pointe-aux-Trembles
Ville de Montréal,450000,2,1.0,450 000$ - Bungalow à vendre à Rosemont / La Petite Patrie
Ville de Montréal,949000,4,3.5,949 000$ - Maison 2 étages à vendre à Terrebonne (Lachenaie)
Ville de Montréal,1100000,5,1.5,1 100 000$ - Maison 2 étages à Rosemont / La Petite Patrie
Ville de Montréal,1500000,4,3.5,1 500 000$ - Maison en rangée / de ville à vendre
Ville de Montréal,800000,7,3.0,800 000$ - Triplex à vendre à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,758000,2,1.0,758 000$ - Maison 2 étages à Rosemont / La Petite Patrie
Ville de Montréal,724900,2,1.0,Quadruplex à Vendre - Laval-des-Rapides
Ville de Montréal,1300000,3,4.0,1 300 000$ - Maison 2 étages à vendre à LaSalle
Ville de Montréal,600000,3,2.0,Maison semi-détachée - Villeray - 3Chambres + 2SDB + 2Parkings
Ville de Montréal,1098000,4,1.5,Triplex à Villeray / St-Michel / Parc-Extension
Ville de Montréal,545000,4,2.5,Dollard Des Ormeaux Family Home For Sale
Ville de Montréal,750000,7,2.0,750 000$ - Duplex à vendre à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,899000,0,0,899 000$ - Duplex à vendre à Saint-Laurent
Ville de Montréal,699000,0,0,699 000$ - Duplex à Côte-des-Neiges / Notre-Dame-de-Grâce
Ville de Montréal,979000,0,0,979 000$ - Duplex à Côte-des-Neiges / Notre-Dame-de-Grâce
Ville de Montréal,499000,0,0,"Homes for Sale in South East, Montréal, Quebec $499,000"
Ville de Montréal,1080000,0,0,"Homes for Sale in Old Montréal, Montréal, Quebec $1,080,000"
Ville de Montréal,1083000,0,0,"Homes for Sale in Sud-Ouest, Montréal, Quebec $1,083,000"
Ville de Montréal,1045000,0,0,1 045 000$ - Duplex à Côte-des-Neiges / Notre-Dame-de-Grâce
Ville de Montréal,-1,0,0,Achetons immeubles en Estrie
Ville de Montréal,-1,0,0,"Income Property (8 Plex) for Sale, Rivière-des-Prairies"
Ville de Montréal,557000,0,0,Maison unifamilliale 4 chambres
Ville de Montréal,1200000,0,0,1 200 000$ - Quadruplex à vendre à Ahuntsic / Cartierville
Ville de Montréal,855000,0,0,855 000$ - Triplex à vendre à Rosemont / La Petite Patrie
Ville de Montréal,698000,0,0,698 000$ - Duplex à Villeray / St-Michel / Parc-Extension
Ville de Montréal,545000,0,0,"Homes for Sale in Centre, Montréal, Quebec $545,000"
Ville de Montréal,1380000,0,0,1 380 000$ - Triplex à vendre à Verdun
Ville de Montréal,895000,0,0,"Beau duplex à Notre-Dame de Grâce, grands logements, garage."
Ville de Montréal,1249900,0,0,Maison à Vendre Montréal à St-Léonard 4 CaC + Piscine creusée
Ville de Montréal,698900,0,0,MAISON 3 chambres À VENDRE LASALLE
Ville de Montréal,1229000,0,0,5-PLEX A VENDRE / 5-PLEX FOR SALE
Ville de Montréal,1075000,0,0,"Triplex à vendre , triplex for sale"
Ville de Montréal,1075000,0,0,"Triplex à vendre ,   triplex for sale"
Ville de Montréal,259000,0,0,duplex a vendre situé dans la ville de hawkesbury en ontario
Ville de Montréal,289000,1,1.5,"S'éloigner de la grande ville, complètement clé en main!"
Ville de Montréal,375000,4,1.0,Fabulous Victorian Style Home for Sale in Picturesque Brockville
Ville de Montréal,1238000,4,2.5,1 238 000$ - Maison 2 étages à vendre
Ville de Montréal,724900,3,1.5,Belle maison clé en main dans le superbe Quartier de Lachine!
Ville de Montréal,1250000,7,7,"Attention investisseurs - Quadruplex à Ahuntsic, Montréal"
Ville de Montréal,875000,3,2.5,875 000$ - Duplex à vendre à Ahuntsic / Cartierville
Ville de Montréal,44500,1,1.5,"maison mobile trailer À vendre $44,500.00"
Ville de Montréal,2500000,4,1.0,appartment building - appartment complex
Ville de Montréal,-1,4,2.5,250k FLORIDA FORECLOSURES AGENT FORT LAUDERDALE 4/3  BEACH HOUSE
Ville de Montréal,549000,3,2.0,Maison Unifamiliale à Montréal
Ville de Montréal,575000,5,1.5,575 000$ - Maison 2 étages à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,629000,3,2.0,629 000$ - Bungalow à vendre à Duvernay
Ville de Montréal,1595000,7,7,1 595 000$ - 6 unités ou plus à vendre
Ville de Montréal,557000,4,2.0,557 000$ - Jumelé à vendre à Mercier / Hochelaga / Maisonneuve
Ville de Montréal,-1,1,1.0,Déneigement   (Attention à vous c’est un Fraudeur)
Ville de Montréal,-1,7,3.5,Hampstead - Magnifique maison à vendre $3.6M
Ville de Montréal,799900,3,1.0,Montréal: Duplex en vente
Ville de Montréal,789000,4,1.5,Plateau -opportunite pour investisseur Investor/Contractor
Ville de Montréal,33000,2,1.0,Beau chalet dans camping Rouville à vendre
Ville de Montréal,949000,0,0,949 000$ - Duplex à vendre à Ahuntsic / Cartierville
Ville de Montréal,-1,0,0,Copropriétaires recherchés pour Ferme autosuffisante
Ville de Montréal,899000,0,0,DUPLEX AVEC BACHELOR
Ville de Montréal,-1,0,0,182k FLORIDA FORECLOSURES AGENT SUNNY ISLES 2/2 OCEANFRONT CONDO
Ville de Montréal,-1,0,0,230k FLORIDA FORECLOSURES  AGENT HALLANDALE 2/2 * BEACH CONDO
Ville de Montréal,1999999,0,0,Vente 4 Plex
Ville de Montréal,1775000,0,0,DÉJÀ RÉSERVÉ!!! JOLIE CINQPLEX DE 30 PIEDS DE FAÇADE!!
Ville de Montréal,-1,0,0,A VENDRE: Roulotte style chalet (Laurentides)
Ville de Montréal,999000,0,0,Build Your Dream Home - Corner lot Dorval South! 9750 SQ FT
Ville de Montréal,699000,0,0,"Triplex, Montréal"
Ville de Montréal,490000,0,0,Maison de plain-pied à Montréal (Rivière-des-Prairies/Pointe-aux
Ville de Montréal,925000,0,0,SPACIEUX DUPLEX À SAINT-LÉONARD // MLS: 11912763
Ville de Montréal,478000,0,0,Maison avec garage à vendre
Ville de Montréal,775000,0,0,Triplex bâti jusqu’à la ruelle (prix baissé- vente rapide)
Ville de Montréal,379000,0,0,triplex 2 batisses situé dans la ville de hawkesbury en ontario
Ville de Montréal,299000,0,0,triplex a vendre situé dans la ville de hawkesbury en ontario
Ville de Montréal,1699000,0,0,Cottage detache  5+1 cac pres du metro et rem Lacordaire . Montr
Ville de Montréal,780000,0,0,Maison a vendre propriétaire
Ville de Montréal,1099000,0,0,Immeuble a Revenus à Ahunstic
Ville de Montréal,1495000,0,0,Triplex plateau stationnement climatisation cour
Ville de Montréal,595000,0,0,Notre-Dame-de-l'Île-Perrot: Un seul mot:  SUBLIME
Ville de Montréal,-1,0,0,CHALET 4 Saisons  secteur Clova
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,1000000,4,4.0,i fix homes
Pickering,999000,4,3.0,"339 Toynevale Road, Pickering"
Toronto,-1,4,3.0,Mila New SinglesTowns Semis Scarborough
Toronto,-1,4,3.0,We 26 New Singles Homes Warden Ave
Toronto,500000,4,2.0,Attn Investors!!!: 3+1 Semi Near Western U! hq55100
Toronto,-1,4,3.0,REASONABLY  PRICED TOWNHOUSE BUILT BY TRIDEL - PRIVATE SALE
Toronto,1249999,3,4.0,3 + 2 Bedroom Home with Basement Unit Toronto
Toronto,999900,5,3.0,"4 + 1 Bed Det'd Sidesplit Home, Martin Grove & Silverston"
Toronto,729900,4,2.0,Waterfront Property for SALE
Toronto,1799000,4,3.0,4 Bedrooms - Coxwell & Gerrard
Toronto,1000000,2,2.0,** 4 Minutes To The Beach! A Doll's House - 1320 Sq/Ft Incl Bsmt
Toronto,999000,4,3.0,"Homes for Sale in Ellesmere/Conlins, Toronto, Ontario $999,000"
Toronto,769000,2,1.0,"Homes for Sale in Mimico, Toronto, Ontario $769,000"
Toronto,799000,2,2.0,95 DURANT Avenue
Toronto,869000,3,2.0,Toronto @ Eglinton/Caledonia
Toronto,849999,3,3.5,Assignment 〖Sale Detached〗 Ravine Lot Park Facing Below $850000
Toronto,649000,0,0,42 Pinery Tr Unit 46 Row Toronto Townhouse for sale 649k for sal
City of Toronto,557900,0,0,Investment property/Legal Suite/Seller Financing/Whyte Ave area
Toronto,1299000,0,0,"75 LONGFORD CRES Toronto, Ontario"
Toronto,4500000,0,0,"96 NORTHDALE RD Toronto, Ontario"
Toronto,-1,0,0,"SOLD - Markham Rd. & Ellesmere Rd, Scarborough"
Pickering,799999,0,0,New Bdrm 3 Bth - Altona Rd / Finch Ave | Contact Today!
Toronto,799900,0,0,Toronto Gerrard And Dunas 3 Bdrm 2 Bth
Toronto,840000,0,0,2 Bedroom Assignment Sale Stockyard District Residence
City of Toronto,3990000,0,0,Bayview/Steeles - 6+2 Bdrm 8 Bth
City of Toronto,-1,0,0,UPPER VISTA MUSKOKA LUXURY HOMES
City of Toronto,799000,0,0,"Toronto,ON (5 Bdr  2 Bth)"
City of Toronto,799000,0,0,4 Bedroom Must See In Toronto
City of Toronto,4398000,0,0,"162 HOUNSLOW AVE Toronto, Ontario"
City of Toronto,799900,0,0,1674 Autumn Cr.
City of Toronto,1049000,0,0,59 Manchester St W
City of Toronto,2899800,0,0,"57A HOPPERTON DR Toronto, Ontario"
City of Toronto,2888000,0,0,"Homes for Sale in Yonge/Finch, Toronto, Ontario $2,888,000"
City of Toronto,849000,0,0,"Homes for Sale in High Park/Swansea, Toronto, Ontario $849,000"
City of Toronto,3199000,0,0,"2011 EGLINTON AVE W Toronto, Ontario"
City of Toronto,1580000,0,0,"80 ARGYLE ST Toronto, Ontario"
City of Toronto,4495000,0,0,"49 MONTCLAIR AVE Toronto, Ontario"
City of Toronto,1799000,0,0,"114 MARCHMOUNT RD Toronto, Ontario"
City of Toronto,3980000,0,0,"38 HOLMES AVE Toronto, Ontario"
City of Toronto,1325000,0,0,"107 FREDERICK TISDALE DR Toronto, Ontario"
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,1300000,4,2.0,"75 CAMEO Crescent Toronto, Ontario"
City of Toronto,1988800,3,4.0,"22 WOODCROFT CRES Toronto, Ontario"
City of Toronto,1994999,7,5.0,"77 1/2 WRIGHT AVE Toronto, Ontario"
City of Toronto,499900,1 + Den,1,NEW CONDO ASSIGNMENT SALE! DON MILLS/SHEPPARD! CALL NOW!
City of Toronto,-1,4,4.0,OSHAWA GREAT ASSIGNMENT SALE! 4+1 BED AND 4 BATHS! CALL NOW!
City of Toronto,798000,3,3.0,"Toronto,ON (Price Changed Bdr  3 Bth)"
City of Toronto,789000,5,3.0,A 5 Bdrm 3 Bth Sheppard/Neilson
City of Toronto,2950000,7,4.0,70 feet of shoreline ownership 6 BR 4 WR House 4 Sale in Barrie
City of Toronto,-1,3,2.0,EXCELLENT SEMI-RETIREMENT/BUSINESS OPP AND HOUSE in SASKATCHEWAN
City of Toronto,649900,1,1.0,ASSIGNMENT SALE IN TORONTO!
City of Toronto,749900,4,2.0,Toronto Sheppard Ave E / Neilson Rd - 4 Bdrm 2 Bth
City of Toronto,650000,2,1.0,1 Bathrooms 2 Bedrooms Kennedy Rd/Kingston Rd
City of Toronto,-1,3,3.0,LOOKING TO ASSIGN YOUR PRE-CONSTRUCTION HOME OR CONDO? ...
City of Toronto,530000,2,2.0,Toronto Investors! Windsor Ontario Multi Unit / Use property
City of Toronto,499800,3,2.0,3 Bedrm 2 Bth | Kingston Rd & Brimley Rd. S.
City of Toronto,629999,4,1.5,"4 BDR HOUSE FULLY FURNISHED AND RENOVATED IN HALIFAX, NOVA SCOTI"
City of Toronto,1388000,0,0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,-1,0,0,Sell Your House in AS-IS Condition -- SELL FAST
City of Toronto,1359000,0,0,FREEHOLD Townhomes  - Spacious Backyard and Basement
City of Toronto,1199000,0,0,Townhomes in Victoria Village - 100k credit on closing!!
City of Toronto,1998000,0,0,BEAUTIFUL LOCATION 4BDRM 6WSRM DETACHED IN TORONTO
City of Toronto,999000,0,0,GORGEOUS AND GREAT LOCATION 4BDRM 3WSRM DETACHED IN PICKERING
City of Toronto,978000,0,0,Modern Towns in Bayview Village - Only 10% before occupancy
City of Toronto,1279000,0,0,"Martin Grove/Albion, Detachad 4+1 Bedrooms 2 Storey"
City of Toronto,2198000,0,0,"Yonge/Finch/Bathurst, 5+1 Home In The Heart Of North York"
City of Toronto,-1,0,0,MARKHAM BRAND NEW HOUSE! 4 BED AND 4 BATHS! CALL TODAY!
City of Toronto,-1,0,0,ASSIGNMENT SALE IN HOLAND LANDING! 4 BED AND 4 BATHS! CALL NOW!
City of Toronto,1699900,0,0,2-Storey 3+2 Bed / 4 Bath Home For Sale
City of Toronto,-1,0,0,OSHAWA ASSIGNMENT SALE! 4 BED HOUSE! CALL FOR MORE INFO TODAY!
City of Toronto,-1,0,0,HAMILTON ASSIGNMENT SALE! 4 BED HOUSE! CALL TODAY!
City of Toronto,-1,0,0,VAUGHAN-KLEINBURG ASSIGNMENT SALE! 5 BED AND 4 BATHS! CALL TODAY
City of Toronto,-1,0,0,WHITBY ASSIGNMENT SALE! NICE 4 BED AND 4 BATHS HOUSE! CALL NOW!
City of Toronto,2338990,0,0,Luxury Home 3+2 Bds In The Prestigious Bayview Woods
City of Toronto,899900,0,0,OSHAWA ASSIGNMENT SALE! 3 BED AND 3 BATHS HOUSE! CALL TODAY!
City of Toronto,999900,0,0,Meadowvale/Sheppard - 3+2 Bedrooms
City of Toronto,899999,0,0,"3+2 Bds Bungalow-Raised, Bernadine St N"
City of Toronto,1199000,0,0,"Medley Cres., 3+4 Bds"
City of Toronto,1299000,0,0,4 Br 4 Wr Premium Corner Lot In Longford Cres
City of Toronto,999900,0,0,"4+1Br Sidesplit Home, Centrally Located & Close To All Amenities"
Toronto,1699900,0,0,"72 SIR RAYMOND DR Toronto, Ontario"
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,2200000,4,5.0,"19677 75B AVENUE LANGLEY, British Columbia"
City of Toronto,899000,4,3.0,"60 BRIDLEGROVE DR Toronto, Ontario"
City of Toronto,400000,1,1.0,"#306 -30 GLOUCESTER ST Toronto, Ontario"
City of Toronto,1599000,4,4.0,"6 ANEWEN DR Toronto, Ontario"
City of Toronto,899999,5,2.0,"34 BERNADINE ST N Toronto, Ontario"
City of Toronto,1275000,4,2.0,New Bdrm 2 Bth - Islington/Eglington | Contact Today!
City of Toronto,4800000,4,4.0,Stunning Homes in Rosedale For Sale!
City of Toronto,3475000,4,7,@ Kipling Ave & Goswell Rd
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,789000,2,1.5,Urban Townhomes St. Clair and Midland - ONLY 3 units remaining
City of Toronto,1199900,4,2.0,Royal York & Judson St Toronto 4 Bdr 2 Bth
City of Toronto,1120000,3,1.0,"222 VIRGINIA AVE Toronto, Ontario"
City of Toronto,1999900,5,5.0,"Homes for Sale in Bathurst/Clark, Thornhill, Ontario $1,999,900"
City of Toronto,659888,2,1.0,"Homes for Sale in Leslieville, Toronto, Ontario $659,888"
City of Toronto,7590000,7,7,"15 ROYAL OAK DR Toronto, Ontario"
City of Toronto,2395000,7,7,"1039 BATHURST ST Toronto, Ontario"
City of Toronto,1699000,0,0,Must See 4 Bdrm 4 Bth  in Pickering
City of Toronto,799999,0,0,HOUSE FOR SALE IN PICKERING
City of Toronto,489000,0,0,Great Starter Home on a corner lot with large yard
City of Toronto,799000,0,0,"Just 7 Min To Aldershot Go & Qew; Min to Golf, + much more !"
City of Toronto,830000,0,0,Spacious Well Maintained Home In The Desired Neighbourhood Of Bu
City of Toronto,549900,0,0,Prime Central Mountain Community- Solid Well Maintained 1.5 Sto
City of Toronto,729000,0,0,"Freehold Back Unit 3 Bedroom Townhome, Master With Ensuite Privi"
City of Toronto,799900,0,0,End Unit Townhouse That Feels More Like A Semi-Detached 2000 sf
City of Toronto,698800,0,0,Bright And Spacious 3-Bedroom Brick Bungalow On Large 72' X 210'
City of Toronto,699000,0,0,Charming Townhome With Finished Basement!
City of Toronto,769000,0,0,Attention Investor/Renovator !!!Opportunity To Own Two Propertie
City of Toronto,1500000,0,0,AYC Townhome Assignment Sale - 181 Bedford Park Rd
City of Toronto,1599000,0,0,3 Bdrm 5 Bth - Yonge & Sheppard | Schedule Appt
City of Toronto,1180000,0,0,ASSIGNMENT SALE IN BRADFORD!
City of Toronto,1699000,0,0,⭐IMMACULATE 2 CAR GAR DETACHED HOME W/ IN-GROUND POOL!
City of Toronto,-1,0,0,Flat Rates - Move In/Out Cleaning
City of Toronto,749900,0,0,TOWNHOUSE FOR SALE IN TORONTO - Sheppard Ave E / Neilson Rd
City of Toronto,799999,0,0,⭐PICKERING!  3 BED FREEHOLD TOWNHOUSE FOR SALE!
City of Toronto,740000,0,0,Costa Rica Golf Resort Custom Luxury Modern Villa W Pool
City of Toronto,989000,0,0,GEORGINA BRAND NEW HOUSE! 3 BED AND 3 BATHS! CALL NOW!
City of Toronto,-1,0,0,4 Beds 4 Baths Semi Detached Home in Toronto 1
City of Toronto,999900,0,0,4+1 Det'd Bungalow With 2nd Storey Addition At Rear
City of Toronto,1499900,0,0,3+1 Bdrms Hathor Cres
City of Toronto,1499999,0,0,3+2 Br Home In The Heart Of Highly Desirable Etobicoke
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,1499000,2 + Den,3,Stonegate-Queensway 2+1 Bed / 3 Bath For Sale
City of Toronto,3788000,7,7,"4+1 Bedroom Home, 3 Car Garages!"
City of Toronto,2390000,7,4.0,Detached 4 Bedrooms Custom Built 2 Car Garage Home
City of Toronto,899900,4,4.0,Victoria Park/Yorkmill Semi Detached Home
City of Toronto,999900,7,2.0,Det 3+4 Bed / 2 Bath Bungalow For Sale
City of Toronto,1599000,3,5.0,Corner End Executive Townhome Unit
City of Toronto,1239000,4,3.0,"Gorgeous 3 Bed + Den, 3 Bath, Lansdowne Ave"
City of Toronto,899100,4,2.0,Detached 4 Bedrooms For Sale In Wallasey Ave
City of Toronto,990000,5,3.0,"3+2 Rised Bungalow In L'Amoreaux, Toronto"
